,Archibald Park Cyclists,Beach Rd Cyclists,Carlton Gore Rd Cyclists,Curran St,Dominion Rd,East Coast Rd Cyclists,Franklin Road,GI TO TAMAKI DR SECTION-1 Cyclists,Grafton Bridge Cyclists,Grafton Gully Cyclists,Grafton Rd Cyclists,Great North Rd NB Towards CBD Cyclists,Great South Rd,Highbrook Pathway Cyclists,Hopetoun St Cyclists,Karangahape Rd Cyclists,Lagoon Dr Cyclists,Lake Rd Northcote Cyclists,Lake Road Total Cyclists New,Leigh Rd Shared Path Cyclists,Lightpath Cyclists,Mangere Bridge Cyclists,Mangere Safe Routes Cyclists,Nelson St Cyclists,NW Cycleway Kingsland Cyclists,NW Cycleway TeAtatu Cyclists,Oceanview Rd Cyclists,Orewa Path Cyclists,Ormiston Rd,Quay St - Spark Arena,Quay St Eco Display Classic Cyclists,Queen St Pukekohe Cyclists,Rankin Ave Shared Path Cyclists,Saint Lukes Rd,SH20A Shared Path Cyclists,SW Shared Path Cyclists,Symonds St Total,Tamaki Drive,TeAtatu Peninsula Shared Path Cyclists,TeWero Bridge Bike Counter Cyclists,Twin Streams Shared Path Cyclists,Upper Harbour Shared Path Cyclists,Upper Queen St Cyclists,Victoria Street West Cyclists,Waterview Unitec Shared Path Cyclists
"Tuesday, 1 January 2019",36,168,63,192,98,82,,15,182,197,14,,43,16,32,168,232,,262,78,286,368,,257,505,566,247,542,37,1116,1119,12,29,86,30,155,104,1225,75,743,200,143,99,75,257
"Wednesday, 2 January 2019",29,280,58,343,132,93,,14,199,283,16,,78,12,39,183,331,,343,71,457,343,,310,562,591,304,482,48,1107,1207,9,40,203,24,198,145,1245,109,750,174,240,80,79,210
"Thursday, 3 January 2019",15,258,144,261,157,114,,10,330,251,37,,77,24,55,316,267,,281,69,361,347,,319,671,543,207,434,56,1048,673,16,32,150,34,193,207,1162,119,669,135,205,120,99,257
"Friday, 4 January 2019",23,281,149,263,151,101,,23,345,274,33,,85,24,87,336,240,,319,91,358,358,,335,644,489,276,386,45,1101,733,23,27,163,22,156,211,1125,114,768,124,187,145,65,211
"Saturday, 5 January 2019",42,235,110,317,173,143,,20,258,240,22,,76,28,51,242,350,,380,83,352,500,,266,626,744,234,405,49,1383,1119,7,30,150,47,232,170,1559,166,918,208,317,108,105,275
"Sunday, 6 January 2019",41,259,106,362,142,170,,11,256,300,16,,78,20,55,269,438,,415,65,360,488,,279,686,852,231,487,26,1435,1075,11,27,169,27,240,159,1607,147,722,198,358,100,77,303
"Monday, 7 January 2019",37,383,306,304,408,103,,31,658,499,48,,110,65,185,510,350,,358,17,635,333,,720,889,771,251,361,48,1654,1018,13,38,229,28,269,363,1561,179,787,210,125,238,146,281
"Tuesday, 8 January 2019",20,394,333,383,449,144,,26,661,568,61,,100,45,196,541,364,,419,43,728,366,,800,1292,934,211,345,59,1818,1129,22,43,248,28,254,400,1793,206,899,182,252,259,149,306
"Wednesday, 9 January 2019",2,407,305,328,406,126,,29,670,542,56,,102,58,191,570,363,,412,49,664,242,,757,1237,926,235,382,53,1775,1317,22,43,252,24,270,384,1707,188,915,154,197,254,159,273
"Thursday, 10 January 2019",7,358,294,364,455,122,,23,675,520,60,,86,54,199,542,283,,408,42,739,409,,806,1186,845,220,357,72,1881,1449,14,55,211,39,261,375,1731,212,897,199,183,283,174,270
"Friday, 11 January 2019",17,320,249,282,367,123,,39,567,467,58,,106,45,181,554,331,,365,55,582,328,,668,992,765,254,311,64,1477,1486,9,36,215,35,227,349,1485,164,924,150,109,228,161,261
"Saturday, 12 January 2019",21,254,106,311,153,177,,17,282,278,30,,76,38,72,274,327,,485,61,394,611,,339,616,761,233,411,49,1493,1123,11,39,194,50,267,168,1665,166,1006,181,292,94,81,276
"Sunday, 13 January 2019",12,265,88,423,177,125,,24,268,328,30,,74,15,67,309,362,,421,41,431,643,,337,671,949,200,506,46,1374,1079,10,32,138,30,236,156,1508,156,916,253,362,117,88,309
"Monday, 14 January 2019",17,302,265,205,415,93,,10,516,399,78,,79,51,185,486,225,,320,11,673,229,,754,1328,609,110,277,50,1112,905,22,40,198,38,140,319,1024,206,1200,147,68,257,116,175
"Tuesday, 15 January 2019",18,439,349,353,481,145,,18,696,597,72,,96,60,236,616,333,,448,31,750,356,,883,1275,805,164,361,46,1623,967,18,35,306,44,207,444,1569,214,1684,136,170,329,187,292
"Wednesday, 16 January 2019",41,417,363,342,496,158,,23,727,624,86,,98,54,224,589,411,,494,29,938,445,,1020,898,991,174,365,64,1778,1201,20,45,322,50,259,478,1779,274,891,125,173,302,163,309
"Thursday, 17 January 2019",17,153,385,373,474,123,,33,813,632,87,,116,41,204,681,326,,433,10,839,380,,936,409,829,238,303,47,1559,1246,19,53,275,38,246,459,1663,263,880,163,197,308,176,291
"Friday, 18 January 2019",24,341,347,352,418,139,,48,712,520,92,,99,48,218,590,331,,409,31,704,344,,872,754,789,187,305,44,1395,1606,10,42,252,53,238,396,1563,207,947,108,126,258,186,256
"Saturday, 19 January 2019",17,157,109,426,173,187,,35,279,302,35,,81,35,89,347,447,,401,54,407,660,,400,705,889,227,382,54,1434,1161,15,48,207,22,221,163,1576,158,989,215,418,127,110,291
"Sunday, 20 January 2019",31,240,107,310,169,105,,38,250,314,24,,84,32,70,293,429,,344,42,338,502,,264,765,694,215,519,74,1212,758,20,23,150,19,190,171,1223,127,784,209,333,106,70,284
"Monday, 21 January 2019",29,457,375,322,505,121,,41,724,604,92,,81,56,241,613,311,,414,19,882,287,,1010,724,881,242,331,56,1656,1647,11,53,283,40,186,487,1425,235,930,554,140,323,152,253
"Tuesday, 22 January 2019",17,472,379,337,500,137,,67,786,584,107,,87,55,233,638,365,,400,36,736,364,,990,1168,857,188,279,58,1717,1611,8,26,284,31,236,451,1524,210,922,138,192,307,180,284
"Wednesday, 23 January 2019",29,480,366,380,534,152,,71,772,652,98,,85,59,265,630,496,,516,25,828,403,,962,1463,951,178,356,59,1779,1726,11,53,316,37,270,452,1677,233,1021,163,178,299,182,329
"Thursday, 24 January 2019",34,372,312,351,399,139,,34,612,465,114,,100,50,220,556,272,,401,32,664,261,,775,1312,746,164,289,61,1498,1353,8,36,205,30,183,390,1488,183,841,118,125,240,138,199
"Friday, 25 January 2019",7,411,298,362,416,133,,38,655,541,105,,89,50,196,535,343,,405,18,720,371,,886,1052,808,200,279,59,1642,1561,13,49,254,36,227,356,1544,187,985,154,152,281,157,263
"Saturday, 26 January 2019",8,281,110,335,186,157,,49,269,313,59,,79,36,73,327,349,,439,46,332,564,,310,626,865,255,451,58,1263,1175,19,25,177,17,235,194,1467,124,1016,233,361,103,110,230
"Sunday, 27 January 2019",20,268,94,358,165,115,,46,275,304,33,,76,7,68,295,332,,380,103,386,518,,341,575,869,315,549,44,1296,1314,12,27,141,21,253,173,1503,153,1047,157,333,137,93,330
"Monday, 28 January 2019",29,264,102,319,179,130,,23,203,295,27,,62,15,75,260,256,,350,61,369,458,,399,671,736,218,539,30,1199,1229,22,29,135,26,259,158,1481,121,970,288,277,98,88,343
"Tuesday, 29 January 2019",58,467,376,381,441,145,,48,752,603,137,,106,64,238,631,431,,489,10,777,403,,985,1419,985,164,302,61,1844,1702,13,44,304,37,276,493,1806,223,903,155,167,329,173,291
"Wednesday, 30 January 2019",25,489,400,379,529,143,,60,844,654,89,,99,69,277,660,429,,552,8,833,451,,1012,1479,995,212,315,52,1768,1639,11,39,335,61,273,481,1851,256,872,168,211,343,208,285
"Thursday, 31 January 2019",20,496,419,424,492,143,,49,800,637,83,,130,69,288,664,361,,562,11,821,443,,1033,536,937,180,378,59,1832,1651,6,60,323,48,284,442,1935,247,965,98,183,314,73,296
"Friday, 1 February 2019",13,415,365,370,476,130,,32,746,563,87,,119,64,269,658,359,,411,8,892,378,,997,867,1003,209,356,65,1488,1714,15,64,280,36,260,464,1673,292,940,155,198,309,190,299
"Saturday, 2 February 2019",31,180,129,357,160,160,,45,301,330,44,,68,37,80,340,400,,500,56,336,743,,290,646,884,264,478,57,1079,912,13,51,165,39,208,187,1500,155,891,210,396,113,101,257
"Sunday, 3 February 2019",43,336,106,462,172,163,,81,299,439,54,,98,16,82,308,440,,429,26,538,730,,398,679,1021,191,592,66,1177,1007,8,39,194,36,301,193,1755,214,1037,268,438,103,131,366
"Monday, 4 February 2019",28,487,388,333,552,125,,50,764,651,97,,117,60,266,609,404,,406,11,1071,448,,1130,906,1106,196,380,72,1530,1676,13,64,306,48,254,483,1743,295,855,265,129,329,168,333
"Tuesday, 5 February 2019",25,474,393,368,533,160,,55,827,660,98,,106,70,244,704,411,,545,16,1062,433,,1143,1294,1145,223,384,66,1623,1775,11,61,328,31,242,534,1963,305,853,162,213,340,175,327
"Wednesday, 6 February 2019",28,373,152,581,243,183,,57,346,435,43,,81,24,54,392,558,,510,48,656,765,,534,1274,1050,230,659,70,1643,1399,13,39,213,45,345,185,2033,174,1264,357,487,128,114,404
"Thursday, 7 February 2019",4,442,394,351,520,152,,62,741,608,98,,102,59,243,621,357,,479,10,917,386,,1056,864,947,192,218,64,1405,1602,6,48,313,41,255,446,1652,255,776,76,148,341,142,297
"Friday, 8 February 2019",14,410,348,373,470,146,,32,749,685,96,,112,49,225,628,312,,477,21,934,370,,1034,919,1017,169,308,50,1430,1703,15,44,314,38,302,422,1735,287,917,114,165,314,187,321
"Saturday, 9 February 2019",27,132,130,368,206,157,,37,308,360,52,,83,42,93,318,371,,453,16,493,640,,326,652,868,238,366,68,958,1004,23,29,193,28,203,211,1428,142,924,177,331,136,102,282
"Sunday, 10 February 2019",22,337,109,492,228,137,,74,325,464,41,,77,40,63,323,427,,476,48,502,706,,388,678,1306,199,638,54,1183,997,18,27,178,34,315,199,1705,172,892,268,434,138,99,424
"Monday, 11 February 2019",16,490,445,312,589,135,,41,899,742,93,,94,63,252,765,420,,517,13,1058,413,,1174,911,1090,191,333,71,1694,1754,11,41,344,53,301,522,1816,318,908,250,164,346,171,328
"Tuesday, 12 February 2019",24,501,442,371,569,153,,54,868,695,99,,105,58,266,747,412,,598,8,996,454,,1105,1296,1158,214,364,65,1682,1806,8,39,348,44,320,494,1918,320,829,135,238,356,190,327
"Wednesday, 13 February 2019",7,444,437,384,562,154,,34,895,646,107,,98,43,262,754,515,,557,14,998,456,,1124,1286,1138,205,353,63,1747,2047,11,50,337,48,293,536,1942,273,964,145,191,367,203,353
"Thursday, 14 February 2019",4,483,406,386,512,139,,30,813,706,111,,118,50,263,695,386,,504,7,973,468,,1104,784,975,185,318,76,1718,1891,15,58,349,45,298,521,1958,272,985,172,164,356,158,278
"Friday, 15 February 2019",19,415,368,363,494,125,,61,782,618,107,,122,49,231,589,376,,499,19,895,377,,985,1479,914,201,327,71,1514,1924,14,41,311,43,276,439,1749,269,1001,99,147,333,192,258
"Saturday, 16 February 2019",38,278,167,331,170,161,,54,309,307,52,,80,26,96,377,408,,492,52,425,577,,288,706,771,184,383,82,979,959,9,40,194,54,212,231,1334,127,786,227,380,142,168,265
"Sunday, 17 February 2019",33,311,111,405,200,129,,51,312,398,56,,83,17,70,339,402,,432,54,458,670,,352,798,1128,193,508,44,1117,990,17,32,216,42,287,181,1520,224,818,293,399,124,92,384
"Monday, 18 February 2019",24,383,368,266,454,122,,33,698,568,103,,97,48,215,568,385,,497,15,827,311,,926,1358,895,200,393,66,1424,1490,16,38,271,57,210,377,1646,218,766,152,119,269,151,264
"Tuesday, 19 February 2019",19,522,496,388,554,178,,40,895,721,107,,105,66,273,727,437,,608,6,1051,485,,1170,1895,1198,253,355,84,1690,1785,17,56,414,54,326,531,1991,301,915,189,266,376,177,322
"Wednesday, 20 February 2019",19,464,424,347,558,141,,51,894,700,110,,91,67,251,686,404,,646,21,990,422,,1067,1835,1216,175,414,59,1550,1663,10,45,359,68,293,500,1759,268,819,172,190,333,183,371
"Thursday, 21 February 2019",6,437,430,361,515,138,,53,903,640,112,,113,59,261,678,422,,576,3,937,417,,1048,1660,1026,172,312,81,1496,1788,7,56,333,41,299,494,1697,260,826,141,161,376,155,350
"Friday, 22 February 2019",8,214,235,239,265,72,,18,499,350,103,,107,43,197,372,216,,335,2,460,179,,557,828,464,92,209,57,800,1012,10,36,162,11,122,283,1048,151,497,59,62,243,116,129
"Saturday, 23 February 2019",27,95,105,227,131,155,,31,228,168,43,,74,28,78,262,240,,287,10,229,404,,164,382,562,126,257,43,567,464,5,19,126,19,187,162,909,83,504,174,221,88,110,178
"Sunday, 24 February 2019",30,220,86,254,166,115,,58,218,277,46,,78,17,70,246,290,,302,30,397,405,,280,667,709,123,407,36,728,630,19,35,186,25,308,135,1021,155,632,221,286,155,75,355
"Monday, 25 February 2019",23,478,406,304,523,126,,48,861,662,93,,93,46,260,638,407,,482,15,976,348,,1093,1736,988,199,352,57,1463,1414,14,36,347,54,248,524,1571,266,769,191,134,346,206,271
"Tuesday, 26 February 2019",17,517,491,417,558,199,,57,968,728,98,,108,50,271,721,463,,632,18,1075,386,,1159,1916,1206,220,359,52,1653,1543,13,57,378,59,298,554,1998,300,926,126,283,395,182,357
"Wednesday, 27 February 2019",12,437,453,369,567,165,,57,925,678,116,,102,34,258,718,487,,613,11,1106,420,,1127,1926,1124,220,351,46,1573,1464,12,51,338,48,335,531,1766,299,952,195,213,361,160,358
"Thursday, 28 February 2019",30,472,408,349,530,156,,31,871,692,105,,121,43,256,667,367,,510,16,987,356,,1063,1736,947,167,254,53,1461,1388,11,54,346,52,285,438,1727,269,850,251,152,385,187,321
"Friday, 1 March 2019",16,495,356,344,480,127,,58,772,538,113,,108,49,235,545,315,,462,12,976,392,,987,1533,832,192,341,56,1285,1328,13,51,291,40,242,432,1469,236,836,213,132,314,198,263
"Saturday, 2 March 2019",23,251,112,416,202,150,,43,337,397,66,,81,36,42,374,409,,474,21,438,774,,366,774,968,338,402,52,1030,921,10,29,182,27,284,216,1472,172,814,205,321,117,101,311
"Sunday, 3 March 2019",23,242,94,367,200,158,,47,285,349,48,,78,82,54,291,481,,420,50,419,711,,291,736,985,231,553,79,653,642,13,22,198,21,302,197,915,164,647,282,382,140,106,381
"Monday, 4 March 2019",39,496,396,337,542,141,,43,899,687,136,,93,67,222,750,381,,457,13,949,374,,1094,1734,978,183,300,59,1561,1479,15,42,338,57,266,582,1712,290,872,541,147,377,182.4,317
"Tuesday, 5 March 2019",10,596,457,347,580,179,,46,957,749,119,,103,49,296,852,423,,575,15,979,403,,1142,1834,1072,237,342,64,1596,1473,11,50,345,49,327,581,1890,302,891,153,220,356,192.4,359
"Wednesday, 6 March 2019",19,545,404,425,565,165,,48,981,791,128,,91,44,248,782,510,,565,7,964,440,,1082,1760,1036,192,316,70,1565,1480,21,46,345,54,374,551,1770,303,914,196,178,358,163.8,364
"Thursday, 7 March 2019",2,543,422,363,520,169,,32,876,667,119,,106,32,263,681,445,,466,11,858,395,,1065,1682,885,210,250,69,1542,1620,14,61,355,53,258,545,1652,254,821,225,135,327,182.4,290
"Friday, 8 March 2019",1,327,287,239,354,100,,21,582,457,93,,81,62,202,449,272,,373,14,611,219,,695,1025,541,139,200,69,948,1085,6,33,185,29,125,366,1128,185,524,155,64,270,117.6,164
"Saturday, 9 March 2019",10,96,61,116,89,100,,23,177,130,30,,54,75,50,182,176,,196,19,150,283,,137,265,273,108,201,56,304,416,10,14,60,12,84,95,578,47,309,106,183,80,60.6,111
"Sunday, 10 March 2019",24,299,96,422,196,161,,52,293,403,35,,87,45,74,317,377,,443,32,436,687,,334,917,1153,197,558,51,1041,1045,14,34,208,29,278,157,1524,188,811,263,418,110,120.4,405
"Monday, 11 March 2019",8,531,384,321,592,143,,65,907,733,132,,93,70,251,712,370,,454,24,936,349,,1106,1709,1054,181,292,45,1553,1667,7,46,323,46,278,551,1701,314,818,213,136,372,177.4,309
"Tuesday, 12 March 2019",4,615,482,363,601,177,,54,1030,765,146,,122,44,284,748,380,,528,15,969,408,,1115,1825,1128,154,373,71,1499,1830,13,57,373,34,281,584,1822,312,866,146,196,378,188.4,298
"Wednesday, 13 March 2019",9,578,432,361,591,166,,54,1023,741,132,,115,39,273,734,373,,532,18,903,404,,1079,1743,1044,193,343,74,1526,1801,12,51,333,42,298,614,1693,291,878,139,145,362,196.8,331
"Thursday, 14 March 2019",2,547,418,405,549,168,,45,922,696,133,,109,33,264,677,405,,493,11,837,439,,1044,1657,974,194,303,55,1444,1709,18,51,322,33,273,565,1733,281,871,116,137,350,160.4,256
"Friday, 15 March 2019",9,481,328,362,457,124,,38,836,648,136,,93,74,260,639,300,,476,12,774,294,,929,1473,844,176,312,65,1274,1660,15,60,301,38,226,476,1512,217,819,153,110,322,205.4,249
"Saturday, 16 March 2019",18,203,118,321,171,130,,44,356,256,55,,76,60,110,331,351,,412,58,361,533,,291,652,779,209,351,85,816,989,14,41,167,28,197,201,1253,116,673,278,313,141,103,289
"Sunday, 17 March 2019",20,227,92,360,180,120,,51,254,360,28,,77,63,82,274,320,,467,50,427,634,,347,662,917,195,579,63,900,1024,15,50,148,36,271,196,1313,159,761,265,324,115,103,318
"Monday, 18 March 2019",19,492,383,295,555,120,,37,883,668,119,,108,51,263,618,322,,409,26,923,306,,1017,1612,880,161,324,64,1412,1588,11,50,292,33,213,533,1444,263,761,103,117,304,178.2,287
"Tuesday, 19 March 2019",26,501,421,315,501,96,,55,816,637,139,,102,34,248,638,294,,419,16,859,274,,1006,1475,848,145,215,72,1258,1431,14,40,297,31,234,502,1402,231,671,71,131,325,160.6,243
"Wednesday, 20 March 2019",36,544,387,333,499,163,,45,906,675,127,,119,29,274,720,388,,575,17,951,408,,1055,1614,1013,177,343,64,1549,1796,11,45,307,40,266,505,1669,308,851,105,136,314,185.8,282
"Thursday, 21 March 2019",5,576,455,390,538,184,,39,920,725,125,,109,34,248,769,397,,472,20,894,366,,1108,1679,1047,166,337,71,1524,1878,22,80,361,44,239,567,1743,251,992,140,182,370,187.6,293
"Friday, 22 March 2019",25,378,362,325,492,116,,43,874,564,118,,110,46,233,654,376,,508,8,725,327,,885,1362,751,176,346,64,1281,1702,30,49,273,43,182,475,1434,247,688,135,121,310,155.2,220
"Saturday, 23 March 2019",11,264,147,367,189,129,,42,363,297,48,,97,56,81,380,423,,366,37,363,642,,300,693,664,195,372,57,798,1033,14,34,145,35,252,198,1236,118,596,197,279,151,112.2,306
"Sunday, 24 March 2019",52,299,109,361,201,91,,49,273,386,30,,66,23,98,294,376,,352,33,468,580,,350,699,713,141,436,53,919,996,12,52,156,21,262,199,1356,135,737,274,299,141,116.2,285
"Monday, 25 March 2019",22,526,404,352,559,134,,32,918,706,136,,108,12,262,712,362,,465,9,987,351,,1135,1683,991,143,322,85,1477,1575,14,49,321,45,230,555,1540,288,828,198,136,376,171.4,279
"Tuesday, 26 March 2019",1,570,463,374,587,173,,45,998,733,117,,121,47,290,798,437,,550,18,1007,401,,1206,1702,1018,169,311,71,1530,1834,11,52,350,42,254,625,1924,273,856,123,199,355,164.6,305
"Wednesday, 27 March 2019",13,488,417,353,530,142,,44,934,629,128,,96,38,299,706,493,,529,23,965,395,,1129,1690,943,97,322,79,1531,1755,14,56,322,48,266,584,1554,277,913,179,124,378,174.6,279
"Thursday, 28 March 2019",8,387,298,233,428,94,,22,732,534,110,,127,54,215,551,256,,366,2,664,261,,781,1259,668,121,164,49,1049,1428,12,55,225,27,173,466,1157,206,907,76,86,282,141.2,199
"Friday, 29 March 2019",16,352,303,296,456,110,,32,741,512,125,,102,49,220,612,314,,423,37,750,288,,915,1280,690,111,187,76,1124,1714,15,48,273,34,191,444,1345,226,731,190,98,295,192,217
"Saturday, 30 March 2019",16,179,131,344,146,163,,55,320,277,48,,105,48,86,318,306,,368,21,386,531,,276,564,668,181,308,74,769,846,9,32,132,18,226,169,1122,136,613,186,339,141,84.2,269
"Sunday, 31 March 2019",15,237,119,341,182,111,,65,300,291,47,,87,70,95,306,427,,380,29,394,564,,352,652,714,154,319,85,815,930,18,40,176,46,247,157,1109,151,752,157,301,105,51,275
"Monday, 1 April 2019",2,237,174,112,195,54,,14,361,298,76,,89,51,126,254,149,,151,2,433,97,,475,735,437,73,98,75,611,588,7,25,125,5,90,223,655,136,837,62,30,168,72.4,102
"Tuesday, 2 April 2019",6,459,401,356,555,174,,44,888,648,129,,109,37,259,665,359,,524,13,939,363,,1129,1571,900,157,290,60,1437,1386,14,61,301,45,236,513,1589,265,840,90,152,350,168,242
"Wednesday, 3 April 2019",4,396,386,331,510,145,,44,865,593,100,,63,28,236,685,415,,503,19,851,331,54,1067,1529,817,134,218,50,1365,1297,15,52,284,43,255,521,1535,266,903,85,110,308,178.8,253
"Thursday, 4 April 2019",7,394,455,338,525,169,,59,896,696,115,,113,62,246,698,377,,482,6,859,392,61,1068,1547,902,181,290,78,1425,1328,21,51,312,31,249,493,1586,270,760,86,149,313,177.6,237
"Friday, 5 April 2019",20,359,331,330,463,148,,41,746,598,119,,113,55,226,611,375,,507,27,837,314,44,1043,1421,845,200,229,43,1268,1197,19,48,283,37,222,473,1426,244,696,117,145,289,171.4,204
"Saturday, 6 April 2019",12,59,47,71,99,42,,5,113,66,33,,81,46,46,125,74,,116,0,77,142,34,90,163,199,101,68,51,174,135,11,22,49,10,84,99,342,32,216,22,42,85,63.2,60
"Sunday, 7 April 2019",22,296,134,435,188,168,,58,368,374,40,,79,8,63,371,423,,512,39,385,682,20,322,807,950,179,626,48,1021,818,17,41,188,43,309,163,1399,152,839,203,366,110,108.8,385
"Monday, 8 April 2019",26,440,403,267,520,141,,42,871,691,108,,85,57,228,672,347,,407,8,909,355,49,1110,1643,925,166,305,54,1382,1362,15,39,320,34,269,558,1476,286,707,91,122,347,204.4,253
"Tuesday, 9 April 2019",13,530,454,346,548,157,,55,940,696,121,,90,55,223,789,388,,517,5,926,438,48,1123,1615,925,163,340,49,1497,1397,20,55,332,42,316,560,1769,279,785,112,160,306,178.6,292
"Wednesday, 10 April 2019",4,499,403,325,498,161,,44,946,661,110,,100,45,220,675,387,,571,5,885,388,33,1055,1639,980,140,327,48,1414,1369,21,48,334,53,281,551,1586,300,786,119,166,360,154.2,274
"Thursday, 11 April 2019",6,410,310,264,419,113,,32,665,535,115,,75,21,208,551,263,,398,7,686,216,34,834,1175,652,103,206,69,1000,904,12,35,214,21,137,426,1159,193,528,37,78,295,166.2,162
"Friday, 12 April 2019",1,327,276,305,365,105,,17,631,412,101,,93,22,192,432,212,,395,3,577,183,58,768,990,507,124,209,44,896,901,13,28,194,20,130,404,1015,166,558,30,54,270,173,129
"Saturday, 13 April 2019",39,133,118,416,186,152,,47,312,282,46,,77,51,67,348,352,,423,52,334,499,68,285,602,787,178,404,49,944,762,7,27,205,35,239,192,1299,147,801,225,261,138,127.8,297
"Sunday, 14 April 2019",21,222,107,322,137,114,,70,261,280,34,,77,34,59,259,379,,405,23,288,531,38,272,572,811,160,437,34,783,686,27,40,142,33,234,144,990,144,678,189,266,81,91.4,269
"Monday, 15 April 2019",20,457,335,300,488,117,,59,709,585,92,,107,16,230,582,369,,355,15,910,360,50,989,1488,874,157,318,52,1331,1321,15,37,319,44,234,460,1440,258,756,234,117,320,169.8,239
"Tuesday, 16 April 2019",14,500,413,384,470,141,,48,862,597,112,,128,40,209,661,347,,442,14,932,338,55,1066,1449,858,145,320,63,1434,1382,20,51,282,35,265,444,1701,250,843,163,174,325,178,260
"Wednesday, 17 April 2019",14,454,334,325,433,139,,68,778,544,97,,99,62,215,608,454,,490,12,898,314,46,996,1436,839,159,303,67,1415,1367,16,62,279,32,249,449,1627,236,839,131,132,316,205.4,269
"Thursday, 18 April 2019",12,366,340,332,400,138,,43,709,536,104,,116,43,203,535,392,,366,18,789,285,51,844,1251,749,157,216,63,1232,1104,16,41,256,35,197,400,1489,213,720,131,122,272,149.8,257
"Friday, 19 April 2019",5,260,84,438,133,125,,53,218,343,31,,58,30,51,197,364,,314,66,443,535,18,336,605,810,200,599,34,1044,976,14,22,180,17,293,162,1526,206,856,300,262,127,96.6,310
"Saturday, 20 April 2019",14,193,75,239,108,100,,42,196,261,26,,75,31,41,249,324,,261,140,346,466,64,247,458,557,262,427,68,900,819,10,39,133,24,194,150,1147,130,751,233,242,79,83.8,212
"Sunday, 21 April 2019",55,150,69,298,103,79,,37,189,219,18,,65,25,40,191,353,,264,104,350,416,18,264,442,695,160,512,34,800,679,6,29,117,26,231,130,1113,142,701,221,219,85,95.8,308
"Monday, 22 April 2019",1,53,37,81,55,43,,22,95,53,19,,44,31,31,124,154,,142,38,144,93,8,93,117,139,117,147,34,288,252,5,7,38,11,49,77,399,27,207,22,68,75,36.4,47
"Tuesday, 23 April 2019",35,187,199,178,271,104,,17,426,307,65,,78,23,121,365,250,,243,22,441,229,41,499,716,453,99,268,31,794,729,7,32,180,27,118,262,954,115,481,103,67,213,109.2,123
"Wednesday, 24 April 2019",17,211,249,233,300,138,,46,548,375,72,,95,36,129,434,340,,357,50,564,274,37,606,957,552,136,334,35,1010,942,17,38,184,23,137,339,1243,143,604,133,143,205,124.8,181
"Thursday, 25 April 2019",32,257,125,437,154,133,,68,406,326,35,,91,54,57,364,346,,390,100,444,521,29,334,708,888,185,670,52,1009,850,10,31,180,24,300,187,1460,177,790,311,325,122,110.2,340
"Friday, 26 April 2019",14,273,212,228,274,101,,36,477,342,63,,96,37,144,392,233,,290,45,495,216,35,553,815,610,146,266,25,813,735,16,36,187,13,164,281,955,155,613,107,96,220,108.8,181
